,Sample No,Temperature/â„ƒ,Time/s,Point_No,L*Before,a*Before,b*Before,L*After,a*After,b*After
4,,225,10,5,67.98,8.02,20.36,64.62,8.83,20.97
5,,225,10,6,67.45,8.04,19.76,63.8,8.36,20.24
6,,225,10,7,67.66,7.97,20.03,63.17,8.49,20.16
7,,225,10,8,66.57,8.04,19.84,62.52,8.54,20.07
8,,225,10,9,67.73,8.33,20.28,63.06,8.87,20.41
9,,225,10,10,66.85,8.03,20.08,62.45,8.72,20.43
10,,225,10,11,67.6,8.42,20.61,64.32,9.09,21.17
11,,225,10,12,67.02,8.06,20.12,63.44,8.37,20.87
12,,225,10,13,67.31,8.06,20.09,64.55,8.61,20.85
13,,225,10,14,66.96,7.85,19.87,64.03,8.36,20.68
14,,225,10,15,67.63,7.89,20.28,65.08,8.2,20.64
15,,225,10,16,67.02,7.99,19.98,64.22,8.14,20.41
16,,225,10,17,67.59,7.98,20.19,63.4,8.39,20.61
17,,225,10,18,67.83,8.22,20.34,64.11,8.66,20.81
18,,225,10,19,66.49,8.05,20.14,63.07,8.66,20.96
19,,225,10,20,68.32,8.01,20.3,65.43,8.55,21.45
28,,225,10,5,66.84,7.43,19.37,65.19,7.61,20.11
29,,225,10,6,66.66,7.25,19.19,64.92,7.51,20.24
30,,225,10,7,67.71,7.66,19.72,64.46,8.06,20.41
31,,225,10,8,66.05,7.39,19.64,62.82,7.87,20.72
32,,225,10,9,67.12,7.28,19.34,64.58,7.46,19.73
33,,225,10,10,66.72,7.23,19.16,64.5,7.39,19.91
34,,225,10,11,67.1,7.27,19.6,64.18,7.64,20.38
35,,225,10,12,65.82,7.3,19.36,63.62,7.65,20.12
36,,225,10,13,66.84,7.28,19.1,63.87,7.65,20.27
37,,225,10,14,67.52,7.77,20.08,65.24,7.9,20.66
38,,225,10,15,68.24,6.34,18.45,65.44,6.87,19.9
39,,225,10,16,66.89,7.19,19.2,63.91,7.38,20.22
40,,225,10,17,65.83,7.23,19.08,60.79,7.87,19.71
41,,225,10,18,67.6,8.06,20.06,64.23,8.38,20.58
42,,225,10,19,65.46,7.4,19.41,60.47,7.5,19.85
43,,225,10,20,66.66,7.63,19.61,62.55,7.91,19.85
52,,225,10,5,74.87,7.3,20.07,72.66,7.43,20.89
53,,225,10,6,71.96,7.17,20.58,69.47,7.72,21.72
54,,225,10,7,74.16,6.65,19.24,70.73,6.93,20.2
55,,225,10,8,75.11,6.66,19.05,71.07,7.16,20.04
56,,225,10,9,73.87,7.39,20.21,71.31,7.97,21.39
57,,225,10,10,73.89,6.79,19.92,70.61,7.35,21.02
58,,225,10,11,75.33,6.13,18.58,71.2,6.51,19.56
59,,225,10,12,76.14,6.16,18.66,71.66,6.7,19.79
60,,225,10,13,74.93,7.28,19.12,71.43,7.66,20.03
61,,225,10,14,74.74,7.37,19.22,71.32,7.74,20.21
62,,225,10,15,72.96,6.67,19.87,70.36,7.24,21.38
63,,225,10,16,73.39,6.21,19.38,71.05,6.77,20.58
64,,225,10,17,74.76,6.79,18.84,69.95,7.24,20.3
66,,225,10,19,75.14,6.86,18.96,70.67,7.39,20.05
4,,225,20,5,67.86,7.72,20.9,61.23,8.05,20.57
5,,225,20,6,68.88,7.27,20.17,61.92,7.75,20.01
6,,225,20,7,68.72,7.74,20.67,61.11,8.01,20.33
7,,225,20,8,68.67,7.61,20.44,60.87,8.29,20.02
8,,225,20,9,67.86,7.35,20.35,60.15,8.08,20.08
9,,225,20,10,68.77,7.51,20.37,61.0,8.33,20.27
10,,225,20,11,68.05,7.68,20.53,60.29,8.21,20.17
11,,225,20,12,68.56,7.71,20.51,61.13,8.28,20.34
12,,225,20,13,67.92,7.48,20.59,60.43,8.16,20.25
13,,225,20,14,68.34,7.91,20.78,60.59,8.65,20.52
14,,225,20,15,68.86,7.4,20.55,62.37,7.85,20.53
15,,225,20,16,69.86,7.69,20.64,63.53,8.68,21.0
16,,225,20,17,68.15,7.36,20.32,62.49,7.89,20.76
17,,225,20,18,69.54,7.69,20.58,64.04,8.36,20.54
18,,225,20,19,68.22,7.57,20.43,63.48,8.17,20.97
19,,225,20,20,69.71,7.66,20.49,64.46,8.38,20.87
28,,225,20,5,72.32,7.4,21.53,64.91,8.09,22.27
29,,225,20,6,72.61,8.02,21.77,67.13,8.5,21.8
30,,225,20,7,73.87,7.9,21.78,64.99,8.67,21.72
31,,225,20,8,72.85,7.65,21.36,66.38,7.85,21.49
32,,225,20,9,73.85,7.83,21.89,63.69,9.01,21.96
33,,225,20,10,73.72,7.3,21.03,67.1,8.12,21.63
35,,225,20,12,73.56,7.51,21.47,64.03,8.63,22.0
36,,225,20,13,73.24,8.01,21.95,64.74,8.43,21.42
37,,225,20,14,72.57,7.71,21.2,65.22,8.05,21.1
38,,225,20,15,72.39,7.85,21.88,65.64,7.77,20.83
39,,225,20,16,72.53,7.72,21.11,63.98,7.61,20.49
40,,225,20,17,72.12,7.47,20.87,63.87,8.22,21.04
41,,225,20,18,71.78,7.48,20.6,64.09,7.24,20.25
42,,225,20,19,72.23,7.52,20.81,63.98,8.62,20.88
43,,225,20,20,71.17,7.5,21.29,64.52,8.32,21.82
52,,225,20,5,72.43,7.42,20.69,65.48,7.99,20.81
53,,225,20,6,70.24,7.71,21.38,63.56,8.48,21.25
54,,225,20,7,72.12,7.02,20.14,64.63,7.76,20.29
55,,225,20,8,70.14,7.11,20.54,63.69,7.88,20.39
56,,225,20,9,72.14,7.25,20.94,62.81,7.95,21.03
57,,225,20,10,71.5,7.25,20.62,63.48,8.09,20.96
58,,225,20,11,72.59,6.97,20.65,64.44,7.61,21.07
59,,225,20,12,71.19,7.31,20.8,63.86,7.89,20.72
60,,225,20,13,72.01,7.22,20.67,63.32,7.96,21.18
61,,225,20,14,71.2,7.25,20.56,63.0,7.97,21.07
62,,225,20,15,71.6,7.17,20.55,62.76,7.98,20.77
63,,225,20,16,71.2,7.31,20.68,64.11,7.98,20.88
64,,225,20,17,71.93,7.02,20.8,63.26,7.98,21.07
65,,225,20,18,70.62,7.29,20.77,63.59,8.04,21.18
66,,225,20,19,72.31,7.17,20.61,64.11,7.9,20.73
67,,225,20,20,71.33,6.93,20.56,64.91,7.74,20.83
4,,225,30,5,72.71,7.85,20.69,64.36,7.54,19.45
5,,225,30,6,71.94,7.59,20.64,63.29,7.16,19.53
6,,225,30,7,73.25,7.56,20.36,63.77,7.29,19.3
7,,225,30,8,71.17,7.4,20.48,61.12,7.4,19.34
8,,225,30,9,73.31,7.49,20.1,63.19,7.29,19.31
9,,225,30,10,72.55,7.16,19.93,61.86,7.43,19.57
11,,225,30,12,70.43,7.78,21.88,59.82,7.98,20.56
13,,225,30,14,71.73,7.49,20.63,61.78,7.36,19.6
14,,225,30,15,72.59,7.7,20.08,61.79,7.84,19.05
15,,225,30,16,71.65,7.52,20.34,61.66,7.58,19.69
16,,225,30,17,72.45,7.73,20.05,61.9,7.87,19.44
17,,225,30,18,71.43,7.79,20.16,62.49,7.68,19.42
18,,225,30,19,72.07,7.78,20.48,61.77,7.92,19.52
19,,225,30,20,71.3,7.53,20.19,62.67,7.36,19.29
28,,225,30,5,69.57,6.97,20.0,60.86,7.89,20.76
29,,225,30,6,70.77,8.13,21.96,62.3,8.88,22.04
30,,225,30,7,69.21,6.92,19.59,62.02,7.65,19.51
31,,225,30,8,68.76,8.28,21.71,62.49,8.94,21.17
32,,225,30,9,69.86,6.64,19.35,61.77,7.18,19.59
33,,225,30,10,67.55,8.4,21.41,60.87,8.99,21.03
34,,225,30,11,68.74,6.85,20.07,60.95,7.61,20.06
35,,225,30,12,67.17,8.25,21.75,60.43,8.96,21.28
36,,225,30,13,69.25,6.83,19.68,61.43,7.37,19.78
37,,225,30,14,68.66,8.24,21.52,61.05,8.65,21.05
38,,225,30,15,70.21,6.77,19.76,61.94,7.11,19.94
39,,225,30,16,69.04,8.15,21.41,61.17,8.51,21.12
40,,225,30,17,69.09,6.64,19.51,60.8,7.21,19.64
41,,225,30,18,70.7,7.77,21.02,61.31,8.64,21.21
42,,225,30,19,70.29,6.7,19.37,60.67,7.7,20.22
43,,225,30,20,70.96,7.45,20.48,63.93,7.79,20.54
52,,225,30,5,74.43,7.33,19.59,66.41,7.53,19.73
53,,225,30,6,73.78,7.11,20.55,64.86,7.84,20.73
54,,225,30,7,74.89,7.13,19.53,63.73,7.6,20.34
55,,225,30,8,75.07,7.34,19.97,66.51,7.79,20.36
56,,225,30,9,74.02,7.18,19.89,64.01,7.86,20.36
57,,225,30,10,74.96,7.22,20.01,64.28,7.96,20.22
58,,225,30,11,75.12,7.24,20.33,64.07,8.17,20.78
59,,225,30,12,75.05,7.18,19.35,65.64,7.74,19.89
60,,225,30,13,75.87,6.23,18.13,66.92,6.78,19.14
61,,225,30,14,74.28,6.78,18.98,65.14,7.47,19.72
62,,225,30,15,74.01,7.15,19.27,66.24,7.12,19.13
63,,225,30,16,74.33,5.9,17.84,66.41,6.57,19.37
64,,225,30,17,74.78,6.67,18.52,67.56,6.34,18.41
65,,225,30,18,74.68,5.46,17.63,67.87,6.47,19.13
66,,225,30,19,72.93,5.85,18.4,66.3,6.13,18.74
67,,225,30,20,73.31,5.79,17.19,67.0,5.78,17.51
4,,225,40,5,68.76,7.69,20.03,60.9,8.13,19.38
5,,225,40,6,67.75,8.8,21.47,59.35,8.49,19.58
6,,225,40,7,69.31,7.56,19.85,60.64,8.23,19.21
7,,225,40,8,68.09,8.49,21.11,59.8,8.88,19.87
8,,225,40,9,68.84,8.04,20.16,59.64,8.11,19.08
9,,225,40,10,68.2,8.47,21.05,58.86,8.77,19.54
10,,225,40,11,68.72,7.78,19.94,60.78,8.0,18.97
11,,225,40,12,67.87,8.77,21.4,59.96,9.11,19.97
12,,225,40,13,68.84,7.15,19.69,61.7,7.42,18.91
13,,225,40,14,67.99,8.68,21.06,60.05,9.0,19.43
14,,225,40,15,68.55,7.2,19.97,63.06,7.41,19.53
15,,225,40,16,68.07,8.81,21.04,60.35,9.52,19.96
16,,225,40,17,66.63,7.08,19.44,61.71,7.33,18.6
17,,225,40,18,68.64,8.67,20.71,61.4,9.06,19.37
18,,225,40,19,68.34,7.26,19.84,60.21,7.33,19.18
19,,225,40,20,68.22,8.54,20.92,58.95,8.94,19.51
28,,225,40,5,72.39,7.27,21.02,63.49,7.31,20.72
29,,225,40,6,72.0,7.24,21.58,64.68,7.3,20.76
30,,225,40,7,72.29,7.09,20.84,61.11,7.17,20.24
31,,225,40,8,72.33,7.08,20.92,62.05,6.97,20.16
32,,225,40,9,73.11,7.25,21.38,62.07,7.5,20.5
33,,225,40,10,73.62,6.83,21.14,62.96,7.04,20.56
34,,225,40,11,72.97,7.09,21.0,61.05,7.2,20.12
35,,225,40,12,72.65,7.13,21.41,62.23,7.25,20.84
36,,225,40,13,73.17,7.0,20.76,61.0,7.49,20.18
37,,225,40,14,72.93,6.94,21.33,62.5,6.83,20.2
38,,225,40,15,72.18,7.37,21.27,61.05,7.64,20.63
39,,225,40,16,72.75,7.05,21.23,62.71,7.12,20.41
40,,225,40,17,72.47,6.91,20.82,60.42,7.3,20.32
41,,225,40,18,71.69,7.23,21.65,61.9,7.0,20.4
42,,225,40,19,72.04,7.14,20.75,60.01,7.17,19.9
43,,225,40,20,72.22,7.16,21.1,61.37,6.91,20.07
52,,225,40,5,70.91,7.02,19.21,57.57,6.67,18.18
53,,225,40,6,71.2,6.68,19.02,58.48,5.55,17.82
54,,225,40,7,70.96,7.45,20.48,54.95,7.92,19.44
55,,225,40,8,70.37,7.15,20.3,54.56,6.75,18.8
56,,225,40,9,71.88,7.2,20.29,58.0,7.59,19.71
57,,225,40,10,71.02,6.77,19.46,54.89,5.65,17.46
58,,225,40,11,70.31,6.6,19.69,53.05,7.22,18.67
59,,225,40,12,71.68,6.75,18.79,54.49,5.58,17.1
60,,225,40,13,69.8,6.32,19.81,55.99,7.31,19.02
61,,225,40,14,70.62,7.26,19.83,55.19,6.88,18.13
62,,225,40,15,69.19,6.93,20.81,57.15,7.59,19.83
63,,225,40,16,69.96,7.18,20.06,54.1,7.16,18.51
64,,225,40,17,69.43,7.0,21.41,57.29,7.83,20.29
65,,225,40,18,69.62,6.7,20.54,55.24,7.58,19.62
66,,225,40,19,71.62,6.06,19.63,57.78,6.94,19.94
67,,225,40,20,69.82,7.0,21.18,53.78,8.02,20.49
4,,225,50,5,69.04,6.84,20.39,60.03,7.82,20.43
5,,225,50,6,69.04,7.4,21.19,58.62,8.66,22.01
6,,225,50,7,69.12,6.91,20.12,60.51,7.56,20.3
7,,225,50,8,68.55,7.42,20.23,60.97,7.7,19.91
8,,225,50,9,68.73,7.27,20.74,59.61,7.87,20.35
9,,225,50,10,68.74,7.42,20.75,60.33,7.91,20.27
10,,225,50,11,67.89,7.18,20.56,58.94,7.91,20.56
11,,225,50,12,67.9,7.11,20.3,59.17,7.65,20.08
12,,225,50,13,68.07,6.85,20.06,59.67,7.38,19.95
13,,225,50,14,68.18,7.19,20.53,59.03,7.61,19.99
14,,225,50,15,66.93,7.12,20.19,58.3,7.67,19.9
15,,225,50,16,67.85,7.2,20.34,59.48,7.83,20.09
16,,225,50,17,66.76,7.32,20.43,57.4,8.0,20.08
17,,225,50,18,67.84,7.42,20.74,59.33,7.97,20.35
18,,225,50,19,66.99,7.34,20.43,58.68,7.74,19.86
19,,225,50,20,67.91,7.34,20.44,60.08,7.92,19.78
28,,225,50,5,71.54,7.27,20.15,61.88,7.48,20.31
29,,225,50,6,72.0,7.39,20.25,59.84,7.02,20.14
30,,225,50,7,72.04,7.11,19.97,60.92,7.33,20.21
31,,225,50,8,71.84,7.15,20.09,58.6,7.05,20.17
32,,225,50,9,72.64,7.39,20.45,60.2,7.46,20.62
33,,225,50,10,72.65,6.95,19.63,57.85,7.01,20.08
34,,225,50,11,73.54,6.97,20.23,60.53,6.98,20.38
35,,225,50,12,71.43,7.02,19.84,56.71,6.91,19.66
36,,225,50,13,72.56,7.06,20.34,58.97,7.21,20.31
37,,225,50,14,71.83,7.34,20.45,58.05,7.36,19.83
38,,225,50,15,71.53,7.03,20.69,57.41,7.66,20.56
39,,225,50,16,72.07,7.29,20.53,58.54,7.27,20.22
40,,225,50,17,70.92,7.09,20.57,56.4,7.63,20.43
41,,225,50,18,72.87,7.34,20.54,58.1,7.62,20.5
42,,225,50,19,70.45,7.25,20.86,56.97,7.74,20.29
43,,225,50,20,72.41,6.3,19.35,57.76,6.64,19.75
52,,225,50,5,70.45,6.8,21.04,59.09,7.72,21.45
53,,225,50,6,70.9,7.21,21.06,60.32,7.77,21.38
54,,225,50,7,69.93,7.02,20.29,60.38,7.25,19.71
55,,225,50,8,70.56,7.16,20.67,60.57,6.63,19.24
56,,225,50,9,69.65,6.99,20.56,59.72,7.07,19.89
57,,225,50,10,70.66,7.07,20.6,59.58,6.84,19.46
58,,225,50,11,68.97,6.77,20.54,58.99,6.74,19.44
59,,225,50,12,69.62,6.81,19.84,59.97,6.74,18.94
60,,225,50,13,68.94,6.93,20.46,59.43,6.7,19.37
61,,225,50,14,69.61,6.52,19.7,59.36,6.06,18.55
62,,225,50,15,69.82,7.04,20.47,60.71,7.22,20.0
63,,225,50,16,70.39,6.78,20.25,60.83,6.72,19.73
64,,225,50,17,70.56,7.03,20.42,61.67,7.1,19.93
65,,225,50,18,68.84,7.25,20.67,58.64,6.96,19.48
66,,225,50,19,69.83,7.25,20.61,61.32,6.94,19.8
67,,225,50,20,70.96,6.87,20.53,60.92,6.79,19.54
4,,250,10,5,69.18,7.58,20.16,56.6,6.82,17.64
5,,250,10,6,71.98,5.98,18.67,60.16,5.18,17.34
6,,250,10,7,69.89,7.36,19.76,54.46,6.5,17.37
7,,250,10,8,71.37,6.12,18.11,56.46,5.18,16.56
8,,250,10,9,70.32,7.34,19.65,56.05,6.92,17.56
9,,250,10,10,70.86,6.7,18.63,56.21,4.82,16.31
10,,250,10,11,69.79,7.66,20.09,55.59,7.09,17.44
11,,250,10,12,70.91,6.75,18.84,54.76,5.06,16.24
12,,250,10,13,71.55,6.61,19.06,56.88,7.26,17.55
13,,250,10,14,70.58,6.8,19.12,55.08,4.29,15.71
14,,250,10,15,70.63,7.0,19.34,56.29,7.04,17.8
15,,250,10,16,70.88,6.25,18.57,55.06,4.72,16.44
16,,250,10,17,70.6,7.63,19.89,56.85,6.95,17.54
17,,250,10,18,70.67,6.29,18.56,55.25,5.01,16.38
18,,250,10,19,71.54,6.85,18.76,56.89,5.89,16.94
19,,250,10,20,70.65,7.28,19.48,56.37,6.7,17.4
28,,250,10,5,75.82,6.74,19.49,65.46,7.12,19.91
29,,250,10,6,76.2,7.3,20.05,66.97,7.51,20.21
30,,250,10,7,75.89,6.93,19.48,63.73,7.36,20.03
31,,250,10,8,75.13,7.31,20.34,63.59,7.72,20.71
32,,250,10,9,76.1,7.13,19.98,64.35,7.58,20.56
33,,250,10,10,75.05,7.39,20.29,64.33,7.77,20.18
34,,250,10,11,75.18,7.18,20.09,63.59,7.39,20.25
35,,250,10,12,75.05,7.27,20.07,62.82,7.7,20.56
36,,250,10,13,75.65,6.83,19.49,64.34,6.93,19.8
37,,250,10,14,75.3,7.31,19.94,64.38,7.51,19.98
38,,250,10,15,75.5,7.08,20.0,64.15,7.39,20.37
39,,250,10,16,74.95,7.34,20.23,63.94,7.64,20.09
40,,250,10,17,75.83,7.11,19.82,64.34,7.49,20.56
41,,250,10,18,74.83,7.49,20.22,64.42,7.49,20.23
42,,250,10,19,75.42,7.04,19.74,63.97,7.36,20.18
43,,250,10,20,75.24,7.42,20.29,64.26,7.63,20.06
52,,250,10,5,68.61,6.87,18.69,64.79,7.26,19.06
53,,250,10,6,67.77,6.99,18.75,63.52,7.12,18.99
54,,250,10,7,67.36,7.37,19.36,57.92,7.27,18.23
55,,250,10,8,67.82,7.34,19.25,57.45,7.23,18.29
56,,250,10,9,66.89,7.56,19.62,56.5,7.45,18.77
57,,250,10,10,67.64,7.53,19.61,57.75,7.42,18.66
58,,250,10,11,67.25,7.63,19.57,61.28,7.63,19.29
59,,250,10,12,67.7,7.51,19.58,59.8,7.38,18.93
60,,250,10,13,67.59,7.47,19.5,61.41,7.93,19.85
61,,250,10,14,66.41,7.45,19.72,59.55,7.25,19.36
62,,250,10,15,66.46,7.51,19.83,58.17,7.54,19.28
63,,250,10,16,67.41,7.58,19.73,56.17,7.26,18.57
64,,250,10,17,67.96,7.58,20.07,57.13,7.63,18.99
65,,250,10,18,67.36,7.89,20.05,55.06,7.69,18.63
66,,250,10,19,67.58,7.98,20.32,56.96,7.59,19.07
67,,250,10,20,67.25,7.85,19.98,56.11,7.6,18.81
76,,250,10,5,69.99,7.95,20.72,62.81,7.58,19.53
77,,250,10,6,67.74,7.52,20.68,60.65,7.91,19.79
78,,250,10,7,67.45,8.0,20.52,59.06,8.32,19.23
79,,250,10,8,68.36,7.3,20.45,59.57,8.09,20.07
80,,250,10,9,69.05,8.01,21.01,61.35,7.78,19.41
81,,250,10,10,69.09,7.36,20.43,59.99,7.3,19.3
82,,250,10,11,69.12,8.15,20.99,63.28,8.11,20.06
83,,250,10,12,69.49,7.7,20.61,60.56,7.12,18.99
84,,250,10,13,69.44,8.0,20.91,62.62,7.64,19.49
85,,250,10,14,69.06,8.3,21.29,62.62,8.23,20.28
86,,250,10,15,69.35,7.96,20.6,65.55,7.35,19.76
88,,250,10,17,68.7,8.26,20.87,64.66,7.93,20.16
89,,250,10,18,66.69,7.59,20.11,61.81,8.14,20.27
90,,250,10,19,68.7,8.33,21.0,63.64,8.06,20.44
91,,250,10,20,67.39,7.64,20.13,62.16,8.3,20.24
4,,250,20,5,72.66,6.85,20.16,55.8,7.47,19.67
6,,250,20,7,73.09,6.57,20.0,55.75,7.51,19.16
7,,250,20,8,71.36,6.58,20.27,48.17,7.23,18.99
8,,250,20,9,72.13,6.59,20.19,49.22,7.2,18.41
9,,250,20,10,70.52,6.83,20.07,49.19,6.42,17.92
10,,250,20,11,72.26,6.91,20.27,53.03,6.76,18.45
11,,250,20,12,71.2,6.71,19.81,51.58,6.49,18.18
12,,250,20,13,72.27,7.12,20.29,52.69,7.13,18.66
13,,250,20,14,70.86,6.79,19.54,50.75,6.45,17.98
